names,actor,character,orig_lang,budget_x
The Notebook,James Garner,Old Noah Duke Calhoun,English,30.0
The Notebook,Sam Shepard,Frank Calhoun,English,30.0
The Notebook,Joan Allen,Anne Hamilton,English,30.0
The Notebook,James Marsden,Lon Hammond Jr.,English,30.0
The Notebook,David Thornton,John Hamilton,English,30.0
The Notebook,Kevin Connolly,Fin,English,30.0
Superbad,Jonah Hill,Seth,English,17.5
Superbad,Michael Cera,Evan,English,17.5
Superbad,Christopher Mintz-Plasse,Fogell / McLovin,English,17.5
Superbad,Bill Hader,Officer Slater,English,17.5
Superbad,Seth Rogen,Officer Michaels,English,17.5
Superbad,Emma Stone,Jules,English,17.5
Superbad,Martha MacIsaac,Becca,English,17.5
Superbad,Kevin Corrigan,Mark,English,17.5
Superbad,Joe Lo Truglio,Francis the Driver,English,17.5
Aladdin,Will Smith,Genie / Mariner,English,182.0
Aladdin,Mena Massoud,Aladdin,English,182.0
Aladdin,Naomi Scott,Jasmine,English,182.0
Aladdin,Marwan Kenzari,Jafar,English,182.0
Aladdin,Navid Negahban,Sultan,English,182.0
Aladdin,Nasim Pedrad,Dalia,English,182.0
Aladdin,Billy Magnussen,Prince Anders,English,182.0
Aladdin,Numan Acar,Hakim,English,182.0
Aladdin,Jordan A. Nash,Omar,English,182.0
The Jungle Book,Bruce Reitherman,Mowgli (voice),English,175.0
The Jungle Book,Phil Harris,Baloo (voice),English,175.0
The Jungle Book,Sebastian Cabot,Bagheera (voice),English,175.0
The Jungle Book,George Sanders,Shere Khan (voice),English,175.0
The Jungle Book,Sterling Holloway,Kaa (voice),English,175.0
The Jungle Book,Louis Prima,King Louie (voice),English,175.0
The Jungle Book,J. Pat O'Malley,Col. Hathi / Buzzie (voice),English,175.0
The Jungle Book,Clint Howard,Junior (voice),English,175.0
The Jungle Book,Chad Stuart,Dizzy (voice),English,175.0
A Silent Voice: The Movie,Miyu Irino,Shouya Ishida (voice),Japanese,2.94
A Silent Voice: The Movie,Saori Hayami,Shouko Nishimiya (voice),Japanese,2.94
A Silent Voice: The Movie,Aoi Yuki,Yuzuru Nishimiya (voice),Japanese,2.94
A Silent Voice: The Movie,Kensho Ono,Tomohiro Nagatsuka (voice),Japanese,2.94
A Silent Voice: The Movie,Yuki Kaneko,Naoka Ueno (voice),Japanese,2.94
A Silent Voice: The Movie,Yui Ishikawa,Miyoko Sahara (voice),Japanese,2.94
A Silent Voice: The Movie,Megumi Han,Miki Kawai (voice),Japanese,2.94
A Silent Voice: The Movie,Toshiyuki Toyonaga,Satoshi Mashiba (voice),Japanese,2.94
A Silent Voice: The Movie,Mayu Matsuoka,Young Shouya Ishida (voice),Japanese,2.94
The Incredibles,Craig T. Nelson,Bob Parr / Mr. Incredible (voice),English,92.0
The Incredibles,Holly Hunter,Helen Parr / Elastigirl (voice),English,92.0
The Incredibles,Sarah Vowell,Violet Parr (voice),English,92.0
The Incredibles,Spencer Fox,Dashiell 'Dash' Parr (voice),English,92.0
The Incredibles,Jason Lee,Buddy Pine / IncrediBoy / Syndrome (voice),English,92.0
The Incredibles,Samuel L. Jackson,Lucius Best / Frozone (voice),English,92.0
The Incredibles,Elizabeth Peña,Mirage (voice),English,92.0
The Incredibles,Eli Fucile,Jack-Jack Parr (voice),English,92.0
The Incredibles,Maeve Andrews,Jack-Jack Parr (voice),English,92.0
Logan,Hugh Jackman,Logan / Wolverine / X-24,English,127.0
Logan,Dafne Keen,Laura / X-23,English,127.0
Logan,Patrick Stewart,Charles Xavier / Professor X,English,127.0
Logan,Elizabeth Rodriguez,Gabriela,English,127.0
Logan,Boyd Holbrook,Pierce,English,127.0
Logan,Stephen Merchant,Caliban,English,127.0
Logan,Richard E. Grant,Dr. Rice,English,127.0
Logan,Stephen Dunlevy,Macon,English,127.0
Logan,Eriq La Salle,Will Munson,English,127.0
Terminator 2: Judgment Day,Arnold Schwarzenegger,The Terminator,English,100.0
Terminator 2: Judgment Day,Linda Hamilton,Sarah Connor,English,100.0
Terminator 2: Judgment Day,Edward Furlong,John Connor,English,100.0
Terminator 2: Judgment Day,Robert Patrick,T-1000,English,100.0
Terminator 2: Judgment Day,Joe Morton,Dr. Miles Bennett Dyson,English,100.0
Terminator 2: Judgment Day,Earl Boen,Dr. Peter Silberman,English,100.0
Terminator 2: Judgment Day,S. Epatha Merkerson,Tarissa Dyson,English,100.0
Terminator 2: Judgment Day,Castulo Guerra,Enrique Salceda,English,100.0
Terminator 2: Judgment Day,Danny Cooksey,Tim,English,100.0
Call Me by Your Name,Armie Hammer,Oliver,English,3.5
Call Me by Your Name,Timothée Chalamet,Elio Perlman,English,3.5
Call Me by Your Name,Michael Stuhlbarg,Samuel Perlman,English,3.5
Call Me by Your Name,Amira Casar,Annella Perlman,English,3.5
Call Me by Your Name,Esther Garrel,Marzia,English,3.5
Call Me by Your Name,Victoire Du Bois,Chiara,English,3.5
Call Me by Your Name,Vanda Capriolo,Mafalda,English,3.5
Call Me by Your Name,Antonio Rimoldi,Anchise,English,3.5
Call Me by Your Name,Elena Bucci,Bambi,English,3.5
Blade Runner 2049,Ryan Gosling,'K',English,185.0
Blade Runner 2049,Harrison Ford,Rick Deckard,English,185.0
Blade Runner 2049,Ana de Armas,Joi,English,185.0
Blade Runner 2049,Sylvia Hoeks,Luv,English,185.0
Blade Runner 2049,Robin Wright,Lieutenant Joshi,English,185.0
Blade Runner 2049,Jared Leto,Niander Wallace,English,185.0
Blade Runner 2049,Mackenzie Davis,Mariette,English,185.0
Blade Runner 2049,Carla Juri,Dr. Ana Stelline,English,185.0
Blade Runner 2049,Lennie James,Mister Cotton,English,185.0
Saving Private Ryan,Tom Hanks,Captain John H. Miller,English,65.0
Saving Private Ryan,Tom Sizemore,Technical Sergeant Michael Horvath,English,65.0
Saving Private Ryan,Edward Burns,Private Richard Reiben,English,65.0
Saving Private Ryan,Matt Damon,Private James Francis Ryan,English,65.0
Saving Private Ryan,Barry Pepper,Private Daniel Jackson,English,65.0
Saving Private Ryan,Adam Goldberg,Private Stanley Mellish,English,65.0
Saving Private Ryan,Vin Diesel,Private Adrian Caparzo,English,65.0
Saving Private Ryan,Giovanni Ribisi,T-Medic Irwin Wade,English,65.0
Saving Private Ryan,Ted Danson,Captain Fred Hamill,English,65.0
Pulp Fiction,John Travolta,Vincent Vega,English,8.0
Pulp Fiction,Samuel L. Jackson,Jules Winnfield,English,8.0
Pulp Fiction,Uma Thurman,Mia Wallace,English,8.0
Pulp Fiction,Bruce Willis,Butch Coolidge,English,8.0
Pulp Fiction,Ving Rhames,Marsellus Wallace,English,8.0
Pulp Fiction,Harvey Keitel,Winston The Wolf Wolfe,English,8.0
Pulp Fiction,Eric Stoltz,Lance,English,8.0
Pulp Fiction,Tim Roth,Ringo (Pumpkin),English,8.0
Pulp Fiction,Amanda Plummer,Yolanda (Honey Bunny),English,8.0
Inglourious Basterds,Brad Pitt,First Lieutenant Aldo The Apache Raine,English,70.0
Inglourious Basterds,Mélanie Laurent,Shosanna Dreyfus / Emmanuelle Mimieux,English,70.0
Inglourious Basterds,Christoph Waltz,SS Colonel Hans The Jew Hunter Landa,English,70.0
Inglourious Basterds,Eli Roth,Staff Sergeant Donny The Bear Jew Donowitz,English,70.0
Inglourious Basterds,Michael Fassbender,Lieutenant Archie Hicox,English,70.0
Inglourious Basterds,Diane Kruger,Bridget von Hammersmark,English,70.0
Inglourious Basterds,Daniel Brühl,Private First Class Fredrick Zoller,English,70.0
Inglourious Basterds,Til Schweiger,Sergeant Hugo Stiglitz,English,70.0
Inglourious Basterds,Gedeon Burkhard,Corporal Wilhelm Wicki,English,70.0
Shutter Island,Leonardo DiCaprio,Teddy Daniels,English,80.0
Shutter Island,Mark Ruffalo,Chuck Aule,English,80.0
Shutter Island,Ben Kingsley,Dr. John Cawley,English,80.0
Shutter Island,Michelle Williams,Dolores Chanal,English,80.0
Shutter Island,Max von Sydow,Dr. Jeremiah Naehring,English,80.0
Shutter Island,Emily Mortimer,Rachel Solando,English,80.0
Shutter Island,Jackie Earle Haley,George Noyce,English,80.0
Shutter Island,John Carroll Lynch,Deputy Warden McPherson,English,80.0
Shutter Island,Ted Levine,Warden,English,80.0
Whiplash,Miles Teller,Andrew Neiman,English,3.3
Whiplash,J.K. Simmons,Terence Fletcher,English,3.3
Whiplash,Paul Reiser,Jim Neiman,English,3.3
Whiplash,Melissa Benoist,Nicole,English,3.3
Whiplash,Austin Stowell,Ryan Connolly,English,3.3
Whiplash,Chris Mulkey,Uncle Frank,English,3.3
Whiplash,Nate Lang,Carl Tanner,English,3.3
Whiplash,Charlie Ian,Dustin,English,3.3
Whiplash,Jayson Blair,Travis,English,3.3
300,Gerard Butler,King Leonidas,English,60.0
300,Lena Headey,Queen Gorgo,English,60.0
300,Dominic West,Theron,English,60.0
300,Rodrigo Santoro,Xerxes,English,60.0
300,David Wenham,Dilios,English,60.0
300,Andrew Tiernan,Ephialtes,English,60.0
300,Vincent Regan,Captain,English,60.0
300,Michael Fassbender,Stelios,English,60.0
300,Peter Mensah,Messenger,English,60.0
X-Men: Days of Future Past,Hugh Jackman,Logan / Wolverine,English,200.0
X-Men: Days of Future Past,James McAvoy,Charles Xavier / Professor X,English,200.0
X-Men: Days of Future Past,Michael Fassbender,Erik Lehnsherr / Magneto,English,200.0
X-Men: Days of Future Past,Jennifer Lawrence,Raven Darkholme / Mystique,English,200.0
X-Men: Days of Future Past,Nicholas Hoult,Hank McCoy / Beast,English,200.0
X-Men: Days of Future Past,Patrick Stewart,Charles Xavier / Professor X,English,200.0
X-Men: Days of Future Past,Ian McKellen,Erik Lehnsherr / Magneto,English,200.0
X-Men: Days of Future Past,Halle Berry,Ororo Munroe / Storm,English,200.0
X-Men: Days of Future Past,Elliot Page,Katherine 'Kitty' Pryde / Shadowcat,English,200.0
Back to the Future,Michael J. Fox,Marty McFly,English,19.0
Back to the Future,Christopher Lloyd,Emmett Brown,English,19.0
Back to the Future,Lea Thompson,Lorraine Baines,English,19.0
Back to the Future,Crispin Glover,George McFly,English,19.0
Back to the Future,Thomas F. Wilson,Biff Tannen,English,19.0
Back to the Future,Claudia Wells,Jennifer Parker,English,19.0
Back to the Future,Marc McClure,Dave McFly,English,19.0
Back to the Future,Wendie Jo Sperber,Linda McFly,English,19.0
Back to the Future,George DiCenzo,Sam Baines,English,19.0
The Wizard of Oz,Judy Garland,Dorothy Gale,English,2.78
The Wizard of Oz,Ray Bolger,Hunk / Scarecrow,English,2.78
The Wizard of Oz,Jack Haley,Hickory / Tin Man,English,2.78
The Wizard of Oz,Bert Lahr,Zeke / Cowardly Lion,English,2.78
The Wizard of Oz,Margaret Hamilton,Miss Gulch / Wicked Witch of the West,English,2.78
The Wizard of Oz,Frank Morgan,Professor Marvel / The Wizard of Oz,English,2.78
The Wizard of Oz,Clara Blandick,Auntie Em,English,2.78
The Wizard of Oz,Charley Grapewin,Uncle Henry,English,2.78
The Wizard of Oz,Billie Burke,Glinda the Good Witch of the North,English,2.78
Alien,Tom Skerritt,Dallas,English,10.7
Alien,Sigourney Weaver,Ripley,English,10.7
Alien,Veronica Cartwright,Lambert,English,10.7
Alien,Harry Dean Stanton,Brett,English,10.7
Alien,John Hurt,Kane,English,10.7
Alien,Ian Holm,Ash,English,10.7
Alien,Yaphet Kotto,Parker,English,10.7
Alien,Bolaji Badejo,The Alien,English,10.7
Alien,Helen Horton,Mother (voice),English,10.7
The Godfather Part II,Al Pacino,Don Michael Corleone,English,13.0
The Godfather Part II,Robert Duvall,Tom Hagen,English,13.0
The Godfather Part II,Diane Keaton,Kay Corleone,English,13.0
The Godfather Part II,Robert De Niro,Don Vito Corleone,English,13.0
The Godfather Part II,John Cazale,Frederico 'Fredo' Corleone,English,13.0
The Godfather Part II,Talia Shire,Constanzia 'Connie' Corleone,English,13.0
The Godfather Part II,Lee Strasberg,Hyman Roth,English,13.0
The Godfather Part II,Michael V. Gazzo,Frank Pentangeli,English,13.0
The Godfather Part II,G. D. Spradlin,Senator Pat Geary,English,13.0
Taken,Liam Neeson,Bryan Mills,English,25.0
Taken,Maggie Grace,Kim Mills,English,25.0
Taken,Leland Orser,Sam Gilroy,English,25.0
Taken,Famke Janssen,Lenore St John,English,25.0
Taken,Jon Gries,Mark Casey,English,25.0
Taken,David Warshofsky,Bernie Harris,English,25.0
Taken,Holly Valance,Sheerah,English,25.0
Taken,Katie Cassidy,Amanda,English,25.0
Taken,Xander Berkeley,Stuart  St John,English,25.0
American Psycho,Christian Bale,Patrick Bateman,English,8.0
American Psycho,Willem Dafoe,Detective Donald Kimball,English,8.0
American Psycho,Jared Leto,Paul Allen,English,8.0
American Psycho,Josh Lucas,Craig McDermott,English,8.0
American Psycho,Samantha Mathis,Courtney Rawlinson,English,8.0
American Psycho,Matt Ross,Luis Carruthers,English,8.0
American Psycho,Bill Sage,David Van Patten,English,8.0
American Psycho,Chloë Sevigny,Jean,English,8.0
American Psycho,Cara Seymour,Christie,English,8.0
Saw,Cary Elwes,Dr. Lawrence Gordon,English,1.2
Saw,Leigh Whannell,Adam Faulkner-Stanheight,English,1.2
Saw,Danny Glover,David Tapp,English,1.2
Saw,Monica Potter,Alison Gordon,English,1.2
Saw,Ken Leung,Detective Steven Sing,English,1.2
Saw,Makenzie Vega,Diana Gordon,English,1.2
Saw,Michael Emerson,Zep Hindle,English,1.2
Saw,Shawnee Smith,Amanda Young,English,1.2
Saw,Dina Meyer,Allison Kerry,English,1.2
Get Out,Daniel Kaluuya,Chris Washington,English,5.0
Get Out,Allison Williams,Rose Armitage,English,5.0
Get Out,Bradley Whitford,Dean Armitage,English,5.0
Get Out,Caleb Landry Jones,Jeremy Armitage,English,5.0
Get Out,Stephen Root,Jim Hudson,English,5.0
Get Out,Catherine Keener,Missy Armitage,English,5.0
Get Out,Marcus Henderson,Walter,English,5.0
Get Out,Betty Gabriel,Georgina,English,5.0
Get Out,Lakeith Stanfield,Andre Logan King,English,5.0
Pride & Prejudice,Keira Knightley,Elizabeth Lizzy Bennet,English,28.0
Pride & Prejudice,Matthew Macfadyen,Fitzwilliam Darcy,English,28.0
Pride & Prejudice,Brenda Blethyn,Mrs. Bennet,English,28.0
Pride & Prejudice,Donald Sutherland,Mr. Bennet,English,28.0
Pride & Prejudice,Rosamund Pike,Jane Bennet,English,28.0
Pride & Prejudice,Jena Malone,Lydia Bennet,English,28.0
Pride & Prejudice,Carey Mulligan,Catherine Kitty Bennet,English,28.0
Pride & Prejudice,Talulah Riley,Mary Bennet,English,28.0
Pride & Prejudice,Tom Hollander,William Collins,English,28.0
The Truman Show,Jim Carrey,Truman Burbank,English,60.0
The Truman Show,Laura Linney,Meryl Burbank / Hannah Gill,English,60.0
The Truman Show,Noah Emmerich,Marlon / Louis Coltrane,English,60.0
The Truman Show,Natascha McElhone,Lauren Garland / Sylvia,English,60.0
The Truman Show,Holland Taylor,Angela Montclair / Alanis Montclair,English,60.0
The Truman Show,Ed Harris,Christof,English,60.0
The Truman Show,Paul Giamatti,Simeon,English,60.0
The Truman Show,Brian Delate,Walter Moore / Kirk Burbank,English,60.0
The Truman Show,Peter Krause,Laurence,English,60.0
The Martian,Matt Damon,Mark Watney,English,108.0
The Martian,Jessica Chastain,Melissa Lewis,English,108.0
The Martian,Jeff Daniels,Teddy Sanders,English,108.0
The Martian,Sean Bean,Mitch Henderson,English,108.0
The Martian,Chiwetel Ejiofor,Vincent Kapoor,English,108.0
The Martian,Donald Glover,Rich Purnell,English,108.0
The Martian,Kristen Wiig,Annie Montrose,English,108.0
The Martian,Michael Peña,Rick Martinez,English,108.0
The Martian,Kate Mara,Beth Johanssen,English,108.0
Forrest Gump,Tom Hanks,Forrest Gump,English,55.0
Forrest Gump,Robin Wright,Jenny Curran,English,55.0
Forrest Gump,Gary Sinise,Lieutenant Dan Taylor,English,55.0
Forrest Gump,Sally Field,Mrs. Gump,English,55.0
Forrest Gump,Mykelti Williamson,Benjamin Buford 'Bubba' Blue,English,55.0
Forrest Gump,Michael Conner Humphreys,Young Forrest Gump,English,55.0
Forrest Gump,Hanna Hall,Young Jenny Curran,English,55.0
Forrest Gump,Haley Joel Osment,Forrest Junior,English,55.0
Forrest Gump,Siobhan Fallon Hogan,School Bus Driver,English,55.0
Sicario,Emily Blunt,Kate Macer,English,30.0
Sicario,Benicio del Toro,Alejandro Gillick,English,30.0
Sicario,Josh Brolin,Matt Graver,English,30.0
Sicario,Victor Garber,Dave Jennings,English,30.0
Sicario,Jon Bernthal,Ted,English,30.0
Sicario,Daniel Kaluuya,Reggie Wayne,English,30.0
Sicario,Jeffrey Donovan,Steve Forsing,English,30.0
Sicario,Raoul Max Trujillo,Rafael,English,30.0
Sicario,Julio Cedillo,Fausto Alarcon,English,30.0
Prisoners,Hugh Jackman,Keller Dover,English,46.0
Prisoners,Jake Gyllenhaal,Detective Loki,English,46.0
Prisoners,Maria Bello,Grace Dover,English,46.0
Prisoners,Terrence Howard,Franklin Birch,English,46.0
Prisoners,Paul Dano,Alex Jones,English,46.0
Prisoners,Viola Davis,Nancy Birch,English,46.0
Prisoners,Melissa Leo,Holly Jones,English,46.0
Prisoners,Dylan Minnette,Ralph Dover,English,46.0
Prisoners,Zoë Soul,Eliza Birch,English,46.0
It's a Wonderful Life,James Stewart,George Bailey,English,3.18
It's a Wonderful Life,Donna Reed,Mary Hatch,English,3.18
It's a Wonderful Life,Lionel Barrymore,Mr. Potter,English,3.18
It's a Wonderful Life,Thomas Mitchell,Uncle Billy,English,3.18
It's a Wonderful Life,Henry Travers,Clarence,English,3.18
It's a Wonderful Life,Beulah Bondi,Mrs. Bailey,English,3.18
It's a Wonderful Life,Frank Faylen,Ernie,English,3.18
It's a Wonderful Life,Ward Bond,Bert,English,3.18
It's a Wonderful Life,Gloria Grahame,Violet,English,3.18
The Terminator,Arnold Schwarzenegger,The Terminator,English,6.4
The Terminator,Michael Biehn,Kyle Reese,English,6.4
The Terminator,Linda Hamilton,Sarah Connor,English,6.4
The Terminator,Paul Winfield,Lieutenant Ed Traxler,English,6.4
The Terminator,Lance Henriksen,Detective Vukovich,English,6.4
The Terminator,Rick Rossovich,Matt Buchanan,English,6.4
The Terminator,Bess Motta,Ginger Ventura,English,6.4
The Terminator,Earl Boen,Dr. Peter Silberman,English,6.4
The Terminator,Dick Miller,Pawnshop Clerk,English,6.4
Knives Out,Daniel Craig,Benoit Blanc,English,40.0
Knives Out,Chris Evans,Ransom Drysdale,English,40.0
Knives Out,Ana de Armas,Marta Cabrera,English,40.0
Knives Out,Jamie Lee Curtis,Linda Drysdale,English,40.0
Knives Out,Michael Shannon,Walt Thrombey,English,40.0
Knives Out,Don Johnson,Richard Drysdale,English,40.0
Knives Out,Toni Collette,Joni Thrombey,English,40.0
Knives Out,Lakeith Stanfield,Lieutenant Elliott,English,40.0
Knives Out,Christopher Plummer,Harlan Thrombey,English,40.0
Life of Brian,Graham Chapman,Wise Man #2 / Brian Cohen / Biggus Dickus,English,4.0
Life of Brian,John Cleese,Wise Man #1 / Reg / Jewish Official / First Centurion / Deadly Dirk / Arthur,English,4.0
Life of Brian,Terry Gilliam,Man Even Further Forward / Revolutionary / Jailer / Blood and Thunder Prophet / Frank / Audience Member / Crucifee,English,4.0
Life of Brian,Eric Idle,Mr. Cheeky / Stan 'Loretta' / Harry the Haggler / Culprit Woman / Warris / Intensely Dull Youth / Jailer's Assistant / Otto / Lead Singer Crucifee,English,4.0
Life of Brian,Terry Jones,Mandy Cohen / Colin / Simon the Holy Man / Bob Hoskins / Saintly Passer-by / Alarmed Crucifixion Assistant,English,4.0
Life of Brian,Michael Palin,Wise Man #3 / Mr. Big Nose / Francis / Mrs. A / Ex-Leper / Announcer / Ben / Pontius Pilate / Boring Prophet / Eddie / Shoe Follower / Nisus Wettus,English,4.0
Life of Brian,Terence Bayler,Gregory,English,4.0
Life of Brian,Carol Cleveland,Mrs. Gregory,English,4.0
Life of Brian,Kenneth Colley,Jesus,English,4.0
The Iron Giant,Vin Diesel,The Iron Giant (voice),English,50.0
The Iron Giant,Eli Marienthal,Hogarth Hughes (voice),English,50.0
The Iron Giant,Jennifer Aniston,Annie Hughes (voice),English,50.0
The Iron Giant,Harry Connick Jr.,Dean McCoppin (voice),English,50.0
The Iron Giant,James Gammon,Foreman Marv Loach / Floyd Turbeaux (voice),English,50.0
The Iron Giant,Cloris Leachman,Mrs. Lynley Tensedge (voice),English,50.0
The Iron Giant,Christopher McDonald,Kent Mansley (voice),English,50.0
The Iron Giant,John Mahoney,General Rogard (voice),English,50.0
The Iron Giant,M. Emmet Walsh,Earl Stutz (voice),English,50.0
Django Unchained,Jamie Foxx,Django Freeman,English,100.0
Django Unchained,Christoph Waltz,Dr. King Schultz,English,100.0
Django Unchained,Leonardo DiCaprio,Calvin J. Candie,English,100.0
Django Unchained,Kerry Washington,Broomhilda von Shaft,English,100.0
Django Unchained,Samuel L. Jackson,Stephen,English,100.0
Django Unchained,Walton Goggins,Billy Crash,English,100.0
Django Unchained,Dennis Christopher,Leonide Moguy,English,100.0
Django Unchained,James Remar,Butch Pooch / Ace Speck,English,100.0
Django Unchained,David Steen,Mr. Stonesipher,English,100.0
Heat,Al Pacino,Lt. Vincent Hanna,English,60.0
Heat,Robert De Niro,Neil McCauley,English,60.0
Heat,Val Kilmer,Chris Shiherlis,English,60.0
Heat,Jon Voight,Nate,English,60.0
Heat,Tom Sizemore,Michael Cheritto,English,60.0
Heat,Diane Venora,Justine Hanna,English,60.0
Heat,Amy Brenneman,Eady,English,60.0
Heat,Ashley Judd,Charlene Shiherlis,English,60.0
Heat,Kevin Gage,Waingro,English,60.0
Aliens,Sigourney Weaver,Lt. Ellen Louise Ripley,English,17.0
Aliens,Michael Biehn,Cpl. Dwayne Hicks,English,17.0
Aliens,Lance Henriksen,Lance Bishop,English,17.0
Aliens,Bill Paxton,Pvt. William L. Hudson,English,17.0
Aliens,Jenette Goldstein,Pvt. Jenette Vasquez,English,17.0
Aliens,Carrie Henn,Rebecca Newt Jorden,English,17.0
Aliens,Paul Reiser,Carter J. Burke,English,17.0
Aliens,Mark Rolston,Pvt. Mark Drake,English,17.0
Aliens,William Hope,Lt. Scott Gorman,English,17.0
Little Women,Saoirse Ronan,Josephine 'Jo' March,English,42.0
Little Women,Florence Pugh,Amy March,English,42.0
Little Women,Emma Watson,Margaret 'Meg' March,English,42.0
Little Women,Eliza Scanlen,Elizabeth 'Beth' March,English,42.0
Little Women,Laura Dern,Margaret 'Marmee' March,English,42.0
Little Women,Timothée Chalamet,Theodore 'Laurie' Laurence,English,42.0
Little Women,Meryl Streep,Aunt Josephine March,English,42.0
Little Women,Tracy Letts,Mr. Dashwood,English,42.0
Little Women,Bob Odenkirk,Mr. March,English,42.0
Gone Girl,Ben Affleck,Nick Dunne,English,61.0
Gone Girl,Rosamund Pike,Amy Elliott Dunne,English,61.0
Gone Girl,Neil Patrick Harris,Desi Collings,English,61.0
Gone Girl,Tyler Perry,Tanner Bolt,English,61.0
Gone Girl,Carrie Coon,Margo Dunne,English,61.0
Gone Girl,Kim Dickens,Detective Rhonda Boney,English,61.0
Gone Girl,Patrick Fugit,Detective Jim Gilpin,English,61.0
Gone Girl,Lisa Banes,Marybeth Elliott,English,61.0
Gone Girl,David Clennon,Rand Elliott,English,61.0
2001: A Space Odyssey,Keir Dullea,Dr. David Bowman,English,10.5
2001: A Space Odyssey,Gary Lockwood,Dr. Frank Poole,English,10.5
2001: A Space Odyssey,William Sylvester,Dr. Heywood Floyd,English,10.5
2001: A Space Odyssey,Douglas Rain,HAL 9000 (voice),English,10.5
2001: A Space Odyssey,Daniel Richter,Moonwatcher,English,10.5
2001: A Space Odyssey,Leonard Rossiter,Dr. Andrei Smyslov,English,10.5
2001: A Space Odyssey,Margaret Tyzack,Elena,English,10.5
2001: A Space Odyssey,Robert Beatty,Dr. Ralph Halvorsen,English,10.5
2001: A Space Odyssey,Sean Sullivan,Dr. Roy Michaels,English,10.5
My Neighbor Totoro,Noriko Hidaka,Satsuki (voice),Japanese,3.7
My Neighbor Totoro,Chika Sakamoto,Mei (voice),Japanese,3.7
My Neighbor Totoro,Shigesato Itoi,Tatsuo Kusakabe (voice),Japanese,3.7
My Neighbor Totoro,Sumi Shimamoto,Yasuko Kusakabe (voice),Japanese,3.7
My Neighbor Totoro,Tanie Kitabayashi,Granny (voice),Japanese,3.7
My Neighbor Totoro,Hitoshi Takagi,Totoro (voice),Japanese,3.7
My Neighbor Totoro,Masashi Hirose,Mr. Ogaki (voice),Japanese,3.7
My Neighbor Totoro,Yûko Maruyama,Mrs. Ogaki (voice),Japanese,3.7
My Neighbor Totoro,Shigeru Chiba,Moving Man (voice),Japanese,3.7
Bound by Honor,Damian Chapa,Miklo,English,35.0
Bound by Honor,Jesse Borrego,Cruz,English,35.0
Bound by Honor,Benjamin Bratt,Paco,English,35.0
Bound by Honor,Enrique Castillo,Montana,English,35.0
Bound by Honor,Victor Rivers,Magic Mike,English,35.0
Bound by Honor,Delroy Lindo,Bonafide,English,35.0
Bound by Honor,Tom Towles,Red Ryder,English,35.0
Bound by Honor,Carlos Carrasco,Popeye,English,35.0
Bound by Honor,Teddy Wilson,Wallace,English,35.0
Good Will Hunting,Matt Damon,Will Hunting,English,10.0
Good Will Hunting,Robin Williams,Sean Maguire,English,10.0
Good Will Hunting,Ben Affleck,Chuckie Sullivan,English,10.0
Good Will Hunting,Stellan Skarsgård,Gerald Lambeau,English,10.0
Good Will Hunting,Minnie Driver,Skylar,English,10.0
Good Will Hunting,Casey Affleck,Morgan O'Mally,English,10.0
Good Will Hunting,Cole Hauser,Billy McBride,English,10.0
Good Will Hunting,Vik Sahay,MIT Student,English,10.0
Good Will Hunting,John Mighton,Tom,English,10.0
Se7en,Brad Pitt,Detective David Mills,English,30.0
Se7en,Morgan Freeman,Detective Lt. William Somerset,English,30.0
Se7en,Gwyneth Paltrow,Tracy Mills,English,30.0
Se7en,R. Lee Ermey,Police Captain,English,30.0
Se7en,John C. McGinley,California,English,30.0
Se7en,Julie Araskog,Mrs. Gould,English,30.0
Se7en,Mark Boone Junior,Greasy F.B.I. Man,English,30.0
Se7en,John Cassini,Officer Davis,English,30.0
Se7en,Reg E. Cathey,Dr. Santiago,English,30.0
Mission: Impossible - Fallout,Tom Cruise,Ethan Hunt,English,178.0
Mission: Impossible - Fallout,Henry Cavill,August Walker,English,178.0
Mission: Impossible - Fallout,Ving Rhames,Luther Stickell,English,178.0
Mission: Impossible - Fallout,Simon Pegg,Benjamin 'Benji' Dunn,English,178.0
Mission: Impossible - Fallout,Rebecca Ferguson,Ilsa Faust,English,178.0
Mission: Impossible - Fallout,Sean Harris,Solomon Lane,English,178.0
Mission: Impossible - Fallout,Angela Bassett,Erika Sloane,English,178.0
Mission: Impossible - Fallout,Vanessa Kirby,The White Widow,English,178.0
Mission: Impossible - Fallout,Michelle Monaghan,Julia,English,178.0
The Last Samurai,Tom Cruise,Nathan Algren,English,140.0
The Last Samurai,Ken Watanabe,Moritsugu Katsumoto,English,140.0
The Last Samurai,Timothy Spall,Simon Graham,English,140.0
The Last Samurai,Tony Goldwyn,Colonel Bagley,English,140.0
The Last Samurai,Hiroyuki Sanada,Ujio,English,140.0
The Last Samurai,Koyuki,Taka,English,140.0
The Last Samurai,Shin Koyamada,Nobutada,English,140.0
The Last Samurai,Billy Connolly,Zebulon Gant,English,140.0
The Last Samurai,Togo Igawa,General Hasegawa,English,140.0
Ford v Ferrari,Christian Bale,Ken Miles,English,97.6
Ford v Ferrari,Matt Damon,Carroll Shelby,English,97.6
Ford v Ferrari,Jon Bernthal,Lee Iacocca,English,97.6
Ford v Ferrari,Caitríona Balfe,Mollie Miles,English,97.6
Ford v Ferrari,Josh Lucas,Leo Beebe,English,97.6
