names,actor,character,orig_lang,budget_x
Mulan,James Hong,Chi Fu (voice),English,200.0
Mulan,Miriam Margolyes,The Matchmaker (voice),English,200.0
Big Hero 6,Scott Adsit,Baymax (voice),English,165.0
Big Hero 6,Ryan Potter,Hiro Hamada (voice),English,165.0
Big Hero 6,Daniel Henney,Tadashi Hamada (voice),English,165.0
Big Hero 6,T.J. Miller,Fred (voice),English,165.0
Big Hero 6,Jamie Chung,GoGo Tomago (voice),English,165.0
Big Hero 6,Damon Wayans Jr.,Wasabi (voice),English,165.0
Big Hero 6,Génesis Rodríguez,Honey Lemon (voice),English,165.0
Big Hero 6,James Cromwell,Professor Robert Callaghan (voice),English,165.0
Big Hero 6,Alan Tudyk,Alistair Krei (voice),English,165.0
Inside Out,Amy Poehler,Joy (voice),English,175.0
Inside Out,Phyllis Smith,Sadness (voice),English,175.0
Inside Out,Bill Hader,Fear (voice),English,175.0
Inside Out,Kaitlyn Dias,Riley (voice),English,175.0
Inside Out,Richard Kind,Bing Bong (voice),English,175.0
Inside Out,Lewis Black,Anger (voice),English,175.0
Inside Out,Mindy Kaling,Disgust (voice),English,175.0
Inside Out,Diane Lane,Mom (voice),English,175.0
Inside Out,Kyle MacLachlan,Dad (voice),English,175.0
Howl's Moving Castle,Chieko Baisho,Sophie (voice),Japanese,24.0
Howl's Moving Castle,Takuya Kimura,Howl (voice),Japanese,24.0
Howl's Moving Castle,Akihiro Miwa,Witch of the Waste (voice),Japanese,24.0
Howl's Moving Castle,Tatsuya Gashûin,Calcifer (voice),Japanese,24.0
Howl's Moving Castle,Ryunosuke Kamiki,Markl (voice),Japanese,24.0
Howl's Moving Castle,Mitsunori Isaki,Kosho (voice),Japanese,24.0
Howl's Moving Castle,Yo Oizumi,Prince Justin / Turnip Head (voice),Japanese,24.0
Howl's Moving Castle,Akio Otsuka,King of Ingary (voice),Japanese,24.0
Howl's Moving Castle,Daijirô Harada,Heen (voice),Japanese,24.0
The Hangover,Bradley Cooper,Phil Wenneck,English,35.0
The Hangover,Ed Helms,Stu Price,English,35.0
The Hangover,Zach Galifianakis,Alan Garner,English,35.0
The Hangover,Justin Bartha,Doug Billings,English,35.0
The Hangover,Heather Graham,Jade,English,35.0
The Hangover,Sasha Barrese,Tracy Garner,English,35.0
The Hangover,Jeffrey Tambor,Sid Garner,English,35.0
The Hangover,Ken Jeong,Mr. Chow,English,35.0
The Hangover,Rachael Harris,Melissa,English,35.0
Inception,Leonardo DiCaprio,Dom Cobb,English,160.0
Inception,Joseph Gordon-Levitt,Arthur,English,160.0
Inception,Ken Watanabe,Saito,English,160.0
Inception,Tom Hardy,Eames,English,160.0
Inception,Elliot Page,Ariadne,English,160.0
Inception,Dileep Rao,Yusuf,English,160.0
Inception,Cillian Murphy,Robert Fischer,English,160.0
Inception,Jr.,Tom Berenger,English,160.0
Inception,Peter Browning,Marion Cotillard,English,160.0
The Lord of the Rings: The Fellowship of the Ring,Elijah Wood,Frodo,English,93.0
The Lord of the Rings: The Fellowship of the Ring,Ian McKellen,Gandalf,English,93.0
The Lord of the Rings: The Fellowship of the Ring,Liv Tyler,Arwen,English,93.0
The Lord of the Rings: The Fellowship of the Ring,Viggo Mortensen,Aragorn,English,93.0
The Lord of the Rings: The Fellowship of the Ring,Sean Astin,Sam,English,93.0
The Lord of the Rings: The Fellowship of the Ring,Sean Bean,Boromir,English,93.0
The Lord of the Rings: The Fellowship of the Ring,Cate Blanchett,Galadriel,English,93.0
The Lord of the Rings: The Fellowship of the Ring,John Rhys-Davies,Gimli,English,93.0
The Lord of the Rings: The Fellowship of the Ring,Billy Boyd,Pippin,English,93.0
Finding Nemo,Albert Brooks,Marlin (voice),English,94.0
Finding Nemo,Ellen DeGeneres,Dory (voice),English,94.0
Finding Nemo,Alexander Gould,Nemo (voice),English,94.0
Finding Nemo,Willem Dafoe,Gill (voice),English,94.0
Finding Nemo,Brad Garrett,Bloat (voice),English,94.0
Finding Nemo,Allison Janney,Peach (voice),English,94.0
Finding Nemo,Austin Pendleton,Gurgle (voice),English,94.0
Finding Nemo,Stephen Root,Bubbles (voice),English,94.0
Finding Nemo,Vicki Lewis,Deb / Flo (voice),English,94.0
Captain America: Civil War,Chris Evans,Steve Rogers / Captain America,English,250.0
Captain America: Civil War,Robert Downey Jr.,Tony Stark / Iron Man,English,250.0
Captain America: Civil War,Scarlett Johansson,Natasha Romanoff / Black Widow,English,250.0
Captain America: Civil War,Sebastian Stan,James 'Bucky' Barnes / Winter Soldier,English,250.0
Captain America: Civil War,Anthony Mackie,Sam Wilson / Falcon,English,250.0
Captain America: Civil War,Don Cheadle,Lieutenant James 'Rhodey' Rhodes / War Machine,English,250.0
Captain America: Civil War,Jeremy Renner,Clint Barton / Hawkeye,English,250.0
Captain America: Civil War,Chadwick Boseman,T'Challa / Black Panther,English,250.0
Captain America: Civil War,Paul Bettany,Vision,English,250.0
Dune,Timothée Chalamet,Paul Atreides,English,165.0
Dune,Rebecca Ferguson,Lady Jessica Atreides,English,165.0
Dune,Oscar Isaac,Duke Leto Atreides,English,165.0
Dune,Josh Brolin,Gurney Halleck,English,165.0
Dune,Stellan Skarsgård,Baron Vladimir Harkonnen,English,165.0
Dune,Dave Bautista,Beast Rabban Harkonnen,English,165.0
Dune,Sharon Duncan-Brewster,Dr. Liet Kynes,English,165.0
Dune,Stephen McKinley Henderson,Thufir Hawat,English,165.0
Dune,Zendaya,Chani,English,165.0
Up,Ed Asner,Carl Fredricksen (voice),English,175.0
Up,Christopher Plummer,Charles F. Muntz (voice),English,175.0
Up,Jordan Nagai,Russell (voice),English,175.0
Up,Bob Peterson,Dug / Alpha (voice),English,175.0
Up,Delroy Lindo,Beta (voice),English,175.0
Up,Jerome Ranft,Gamma (voice),English,175.0
Up,John Ratzenberger,Construction Foreman Tom (voice),English,175.0
Up,David Kaye,Newsreel Announcer (voice),English,175.0
Up,Elie Docter,Young Ellie (voice),English,175.0
Toy Story 2,Tom Hanks,Woody (voice),English,90.0
Toy Story 2,Tim Allen,Buzz Lightyear (voice),English,90.0
Toy Story 2,Joan Cusack,Jessie the Yodeling Cowgirl (voice),English,90.0
Toy Story 2,Kelsey Grammer,Stinky Pete the Prospector (voice),English,90.0
Toy Story 2,Don Rickles,Mr. Potato Head (voice),English,90.0
Toy Story 2,Jim Varney,Slinky Dog (voice),English,90.0
Toy Story 2,Wallace Shawn,Rex the Green Dinosaur (voice),English,90.0
Toy Story 2,John Ratzenberger,Hamm the Piggy Bank (voice),English,90.0
Toy Story 2,Annie Potts,Bo Peep (voice),English,90.0
Hidden Figures,Taraji P. Henson,Katherine G. Johnson,English,25.0
Hidden Figures,Octavia Spencer,Dorothy Vaughan,English,25.0
Hidden Figures,Janelle Monáe,Mary Jackson,English,25.0
Hidden Figures,Kevin Costner,Al Harrison,English,25.0
Hidden Figures,Kirsten Dunst,Vivian Mitchell,English,25.0
Hidden Figures,Jim Parsons,Paul Stafford,English,25.0
Hidden Figures,Mahershala Ali,Jim Johnson,English,25.0
Hidden Figures,Glen Powell,John Glenn,English,25.0
Hidden Figures,Ariana Neal,Joylette Johnson,English,25.0
Deadpool 2,Ryan Reynolds,Wade Wilson / Deadpool / Juggernaut (voice) / Ryan Reynolds,English,110.0
Deadpool 2,Josh Brolin,Nathan Summers / Cable,English,110.0
Deadpool 2,Morena Baccarin,Vanessa Carlysle,English,110.0
Deadpool 2,Julian Dennison,Russell Collins / Firefist,English,110.0
Deadpool 2,Zazie Beetz,Neena Thurman / Domino,English,110.0
Deadpool 2,T.J. Miller,Jack Hammer / Weasel,English,110.0
Deadpool 2,Leslie Uggams,Blind Al,English,110.0
Deadpool 2,Karan Soni,Dopinder,English,110.0
Deadpool 2,Brianna Hildebrand,Ellie Phimister / Negasonic Teenage Warhead,English,110.0
Spirited Away,Rumi Hiiragi,Chihiro Ogino / Sen (voice),Japanese,19.0
Spirited Away,Miyu Irino,Haku (voice),Japanese,19.0
Spirited Away,Mari Natsuki,Yubaba / Zeniba (voice),Japanese,19.0
Spirited Away,Bunta Sugawara,Kamaji (voice),Japanese,19.0
Spirited Away,Akio Nakamura,Kaonashi (voice),Japanese,19.0
Spirited Away,Yumi Tamai,Rin (voice),Japanese,19.0
Spirited Away,Ryunosuke Kamiki,Boh (voice),Japanese,19.0
Spirited Away,Takashi Naito,Akio Ogino (voice),Japanese,19.0
Spirited Away,Yasuko Sawaguchi,Yuko Ogino (voice),Japanese,19.0
Togo,Diego Alonso,Togo,Spanish~ Castilian,76.4
Togo,Tito Prieto,,Spanish~ Castilian,76.4
Togo,Catalina Arrillaga,,Spanish~ Castilian,76.4
Togo,Luis Alberto Acosta,,Spanish~ Castilian,76.4
Togo,Marcos Da Costa,,Spanish~ Castilian,76.4
Togo,José Pagano,,Spanish~ Castilian,76.4
Togo,Sabrina Valiente,,Spanish~ Castilian,76.4
Togo,Federico Morosini,,Spanish~ Castilian,76.4
Kingsman: The Secret Service,Taron Egerton,Gary 'Eggsy' Unwin,English,94.0
Kingsman: The Secret Service,Colin Firth,Harry Hart / Galahad,English,94.0
Kingsman: The Secret Service,Samuel L. Jackson,Valentine,English,94.0
Kingsman: The Secret Service,Mark Strong,Merlin,English,94.0
Kingsman: The Secret Service,Sophie Cookson,Roxy,English,94.0
Kingsman: The Secret Service,Sofia Boutella,Gazelle,English,94.0
Kingsman: The Secret Service,Michael Caine,Arthur,English,94.0
Kingsman: The Secret Service,Mark Hamill,Professor Arnold,English,94.0
Kingsman: The Secret Service,Samantha Womack,Michelle Unwin,English,94.0
The Lord of the Rings: The Return of the King,Elijah Wood,Frodo,English,94.0
The Lord of the Rings: The Return of the King,Ian McKellen,Gandalf,English,94.0
The Lord of the Rings: The Return of the King,Liv Tyler,Arwen,English,94.0
The Lord of the Rings: The Return of the King,Viggo Mortensen,Aragorn,English,94.0
The Lord of the Rings: The Return of the King,Sean Astin,Sam,English,94.0
The Lord of the Rings: The Return of the King,Andy Serkis,Gollum / Sméagol,English,94.0
The Lord of the Rings: The Return of the King,Cate Blanchett,Galadriel,English,94.0
The Lord of the Rings: The Return of the King,John Rhys-Davies,Gimli / Treebeard (voice),English,94.0
The Lord of the Rings: The Return of the King,Bernard Hill,Théoden,English,94.0
Soul,Jamie Foxx,Joe Gardner (voice),English,150.0
Soul,Tina Fey,22 (voice),English,150.0
Soul,Graham Norton,Moonwind (voice),English,150.0
Soul,Rachel House,Terry (voice),English,150.0
Soul,Alice Braga,Counselor Jerry (voice),English,150.0
Soul,Richard Ayoade,Counselor Jerry (voice),English,150.0
Soul,Phylicia Rashād,Libba Gardner (voice),English,150.0
Soul,Donnell Rawlings,Dez (voice),English,150.0
Soul,Questlove,Curly (voice),English,150.0
The Dark Knight,Christian Bale,Bruce Wayne / Batman,English,185.0
The Dark Knight,Heath Ledger,Joker,English,185.0
The Dark Knight,Michael Caine,Alfred Pennyworth,English,185.0
The Dark Knight,Gary Oldman,James Gordon,English,185.0
The Dark Knight,Aaron Eckhart,Harvey Dent / Two-Face,English,185.0
The Dark Knight,Maggie Gyllenhaal,Rachel Dawes,English,185.0
The Dark Knight,Morgan Freeman,Lucius Fox,English,185.0
The Dark Knight,Nestor Carbonell,Anthony Garcia,English,185.0
The Dark Knight,Monique Gabriela Curnen,Anna Ramirez,English,185.0
Toy Story 4,Tom Hanks,Woody (voice),English,200.0
Toy Story 4,Tim Allen,Buzz Lightyear (voice),English,200.0
Toy Story 4,Annie Potts,Bo Peep (voice),English,200.0
Toy Story 4,Tony Hale,Forky (voice),English,200.0
Toy Story 4,Keegan-Michael Key,Ducky (voice),English,200.0
Toy Story 4,Madeleine McGraw,Bonnie (voice),English,200.0
Toy Story 4,Christina Hendricks,Gabby Gabby (voice),English,200.0
Toy Story 4,Jordan Peele,Bunny (voice),English,200.0
Toy Story 4,Keanu Reeves,Duke Caboom (voice),English,200.0
Toy Story 3,Tom Hanks,Woody (voice),English,200.0
Toy Story 3,Tim Allen,Buzz Lightyear (voice),English,200.0
Toy Story 3,Joan Cusack,Jessie (voice),English,200.0
Toy Story 3,Don Rickles,Mr. Potato Head (voice),English,200.0
Toy Story 3,Wallace Shawn,Rex (voice),English,200.0
Toy Story 3,John Ratzenberger,Hamm (voice),English,200.0
Toy Story 3,Estelle Harris,Mrs. Potato Head (voice),English,200.0
Toy Story 3,Blake Clark,Slinky Dog (voice),English,200.0
Toy Story 3,Jeff Pidgeon,Aliens (voice),English,200.0
The Green Mile,Tom Hanks,Paul Edgecomb,English,60.0
The Green Mile,David Morse,Brutus Brutal Howell,English,60.0
The Green Mile,Bonnie Hunt,Jan Edgecomb,English,60.0
The Green Mile,Michael Clarke Duncan,John Coffey,English,60.0
The Green Mile,James Cromwell,Warden Hal Moores,English,60.0
The Green Mile,Michael Jeter,Eduard Delacroix,English,60.0
The Green Mile,Graham Greene,Arlen Bitterbuck,English,60.0
The Green Mile,Doug Hutchison,Percy Wetmore,English,60.0
The Green Mile,Sam Rockwell,'Wild Bill' Wharton,English,60.0
Guardians of the Galaxy Vol. 2,Chris Pratt,Peter Quill / Star-Lord,English,200.0
Guardians of the Galaxy Vol. 2,Zoe Saldaña,Gamora,English,200.0
Guardians of the Galaxy Vol. 2,Dave Bautista,Drax the Destroyer,English,200.0
Guardians of the Galaxy Vol. 2,Vin Diesel,Baby Groot (voice),English,200.0
Guardians of the Galaxy Vol. 2,Bradley Cooper,Rocket (voice),English,200.0
Guardians of the Galaxy Vol. 2,Kurt Russell,Ego,English,200.0
Guardians of the Galaxy Vol. 2,Michael Rooker,Yondu Udonta,English,200.0
Guardians of the Galaxy Vol. 2,Karen Gillan,Nebula,English,200.0
Guardians of the Galaxy Vol. 2,Pom Klementieff,Mantis,English,200.0
Joker,Joaquin Phoenix,Arthur Fleck / Joker,English,55.0
Joker,Robert De Niro,Murray Franklin,English,55.0
Joker,Zazie Beetz,Sophie Dumond,English,55.0
Joker,Frances Conroy,Penny Fleck,English,55.0
Joker,Brett Cullen,Thomas Wayne,English,55.0
Joker,Shea Whigham,Detective Burke,English,55.0
Joker,Bill Camp,Detective Garrity,English,55.0
Joker,Glenn Fleshler,Randall,English,55.0
Joker,Leigh Gill,Gary,English,55.0
Kung Fu Panda,Jack Black,Po (voice),English,130.0
Kung Fu Panda,Dustin Hoffman,Shifu (voice),English,130.0
Kung Fu Panda,Angelina Jolie,Master Tigress (voice),English,130.0
Kung Fu Panda,Jackie Chan,Master Monkey (voice),English,130.0
Kung Fu Panda,Lucy Liu,Master Viper (voice),English,130.0
Kung Fu Panda,Seth Rogen,Mantis (voice),English,130.0
Kung Fu Panda,David Cross,Crane (voice),English,130.0
Kung Fu Panda,Ian McShane,Tai Lung (voice),English,130.0
Kung Fu Panda,Randall Duk Kim,Oogway (voice),English,130.0
The Man from Earth,David Lee Smith,John Oldman,English,0.2
The Man from Earth,Tony Todd,Dan,English,0.2
The Man from Earth,John Billingsley,Harry,English,0.2
The Man from Earth,Ellen Crawford,Edith,English,0.2
The Man from Earth,Annika Peterson,Sandy,English,0.2
The Man from Earth,Alexis Thorpe,Linda Murphy,English,0.2
The Man from Earth,William Katt,Art,English,0.2
The Man from Earth,Richard Riehle,Dr. Will Gruber,English,0.2
The Man from Earth,Steven Littles,Moving Man #1,English,0.2
Apocalypto,Rudy Youngblood,Jaguar Paw,English,40.0
Apocalypto,Raoul Max Trujillo,Zero Wolf,English,40.0
Apocalypto,Gerardo Taracena,Middle Eye,English,40.0
Apocalypto,Iazua Larios,Sky Flower,English,40.0
Apocalypto,Antonio Monroy,Chilam,English,40.0
Apocalypto,María Isabel Díaz Lago,Mother in Law,English,40.0
Apocalypto,Dalia Hernández,Seven,English,40.0
Apocalypto,Jonathan Brewer,Blunted,English,40.0
Apocalypto,Morris Birdyellowhead,Flint Sky,English,40.0
Catch Me If You Can,Leonardo DiCaprio,Frank Abagnale Jr.,English,52.0
Catch Me If You Can,Tom Hanks,Carl Hanratty,English,52.0
Catch Me If You Can,Christopher Walken,Frank Abagnale,English,52.0
Catch Me If You Can,Martin Sheen,Roger Strong,English,52.0
Catch Me If You Can,Nathalie Baye,Paula Abagnale,English,52.0
Catch Me If You Can,Amy Adams,Brenda Strong,English,52.0
Catch Me If You Can,James Brolin,Jack Barnes,English,52.0
Catch Me If You Can,Jennifer Garner,Cheryl Ann,English,52.0
Catch Me If You Can,Chris Ellis,Special Agent Witkins,English,52.0
The Lord of the Rings: The Two Towers,Elijah Wood,Frodo,English,94.0
The Lord of the Rings: The Two Towers,Ian McKellen,Gandalf,English,94.0
The Lord of the Rings: The Two Towers,Liv Tyler,Arwen,English,94.0
The Lord of the Rings: The Two Towers,Viggo Mortensen,Aragorn,English,94.0
The Lord of the Rings: The Two Towers,Sean Astin,Sam,English,94.0
The Lord of the Rings: The Two Towers,Andy Serkis,Gollum,English,94.0
The Lord of the Rings: The Two Towers,Cate Blanchett,Galadriel,English,94.0
The Lord of the Rings: The Two Towers,John Rhys-Davies,Gimli / Treebeard (voice),English,94.0
The Lord of the Rings: The Two Towers,Bernard Hill,Théoden,English,94.0
Iron Man,Robert Downey Jr.,Tony Stark / Iron Man,English,186.0
Iron Man,Terrence Howard,James 'Rhodey' Rhodes,English,186.0
Iron Man,Jeff Bridges,Obadiah Stane / Iron Monger,English,186.0
Iron Man,Gwyneth Paltrow,Virginia 'Pepper' Potts,English,186.0
Iron Man,Leslie Bibb,Christine Everhart,English,186.0
Iron Man,Bill Smitrovich,General Gabriel,English,186.0
Iron Man,Paul Bettany,J.A.R.V.I.S. (voice),English,186.0
Iron Man,Jon Favreau,Harold 'Happy' Hogan,English,186.0
Iron Man,Shaun Toub,Yinsen,English,186.0
Snow White and the Seven Dwarfs,Adriana Caselotti,Snow White (voice) (uncredited),English,1.49
Snow White and the Seven Dwarfs,Lucille La Verne,Queen / Witch (voice) (uncredited),English,1.49
Snow White and the Seven Dwarfs,Harry Stockwell,Prince (voice) (uncredited),English,1.49
Snow White and the Seven Dwarfs,Roy Atwell,Doc (voice) (uncredited),English,1.49
Snow White and the Seven Dwarfs,Pinto Colvig,Sleepy / Grumpy / Dopey (hiccups) (voice) (uncredited),English,1.49
Snow White and the Seven Dwarfs,Otis Harlan,Happy (voice) (uncredited),English,1.49
Snow White and the Seven Dwarfs,Scotty Mattraw,Bashful (voice) (uncredited),English,1.49
Snow White and the Seven Dwarfs,Billy Gilbert,Sneezy (voice) (uncredited),English,1.49
Snow White and the Seven Dwarfs,Eddie Collins,Dopey / Chipmunk and Squirrel Sneezes (voice) (uncredited),English,1.49
The Hobbit: An Unexpected Journey,Ian McKellen,Gandalf,English,200.0
The Hobbit: An Unexpected Journey,Martin Freeman,Bilbo Baggins,English,200.0
The Hobbit: An Unexpected Journey,Richard Armitage,Thorin,English,200.0
The Hobbit: An Unexpected Journey,Graham McTavish,Dwalin,English,200.0
The Hobbit: An Unexpected Journey,Aidan Turner,Kili,English,200.0
The Hobbit: An Unexpected Journey,Ken Stott,Balin,English,200.0
The Hobbit: An Unexpected Journey,Dean O'Gorman,Fili,English,200.0
The Hobbit: An Unexpected Journey,James Nesbitt,Bofur,English,200.0
The Hobbit: An Unexpected Journey,Mark Hadlow,Dori / Bert Troll,English,200.0
Dawn of the Planet of the Apes,Andy Serkis,Caesar,English,170.0
Dawn of the Planet of the Apes,Jason Clarke,Malcolm,English,170.0
Dawn of the Planet of the Apes,Gary Oldman,Dreyfus,English,170.0
Dawn of the Planet of the Apes,Keri Russell,Ellie,English,170.0
Dawn of the Planet of the Apes,Toby Kebbell,Koba,English,170.0
Dawn of the Planet of the Apes,Kodi Smit-McPhee,Alexander,English,170.0
Dawn of the Planet of the Apes,Kirk Acevedo,Carver,English,170.0
Dawn of the Planet of the Apes,Nick Thurston,Blue Eyes,English,170.0
Dawn of the Planet of the Apes,Terry Notary,Rocket,English,170.0
Scarface,Al Pacino,Tony Montana,English,25.0
Scarface,Steven Bauer,Manny Ribera,English,25.0
Scarface,Michelle Pfeiffer,Elvira,English,25.0
Scarface,Mary Elizabeth Mastrantonio,Gina,English,25.0
Scarface,Robert Loggia,Frank Lopez,English,25.0
Scarface,Miriam Colon,Mama Montana,English,25.0
Scarface,F. Murray Abraham,Omar,English,25.0
Scarface,Paul Shenar,Alejandro Sosa,English,25.0
Scarface,Harris Yulin,Bernstein,English,25.0
The Shawshank Redemption,Tim Robbins,Andy Dufresne,English,25.0
The Shawshank Redemption,Morgan Freeman,Ellis Boyd 'Red' Redding,English,25.0
The Shawshank Redemption,Bob Gunton,Warden Norton,English,25.0
The Shawshank Redemption,William Sadler,Heywood,English,25.0
The Shawshank Redemption,Clancy Brown,Captain Byron T. Hadley,English,25.0
The Shawshank Redemption,Gil Bellows,Tommy,English,25.0
The Shawshank Redemption,Mark Rolston,Bogs Diamond,English,25.0
The Shawshank Redemption,James Whitmore,Brooks Hatlen,English,25.0
The Shawshank Redemption,Jeffrey DeMunn,1946 D.A.,English,25.0
Beauty and the Beast,Paige O'Hara,Belle (voice),English,160.0
